"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Q0010",0,NA,NA,NA,NA,NA
"Q0017",0,NA,NA,NA,NA,NA
"Q0032",0,NA,NA,NA,NA,NA
"Q0045",0.112994198927369,0.151878586829519,4.0804728567969,0.0372208300752529,0.970308930120424,NA
"Q0050",0.340972098260034,-1.33168323315018,2.72347783872468,-0.488964225893525,0.624867024113083,NA
"Q0055",0.113168276741908,0.151878586829519,4.0804728567969,0.0372208300752529,0.970308930120424,NA
"Q0060",0,NA,NA,NA,NA,NA
"Q0065",0,NA,NA,NA,NA,NA
"Q0070",0,NA,NA,NA,NA,NA
"Q0075",0,NA,NA,NA,NA,NA
"Q0080",0,NA,NA,NA,NA,NA
"Q0085",0.113731848723058,0.151878586829519,4.0804728567969,0.0372208300752529,0.970308930120424,NA
"Q0092",0,NA,NA,NA,NA,NA
"Q0105",0.113168276741908,0.151878586829519,4.0804728567969,0.037220830075253,0.970308930120424,NA
"Q0110",0,NA,NA,NA,NA,NA
"Q0115",0,NA,NA,NA,NA,NA
"Q0120",0.113731848723058,0.151878586829519,4.0804728567969,0.0372208300752529,0.970308930120424,NA
"Q0130",0.226726047650428,-0.744713628837833,3.42355450361389,-0.217526441612574,0.827798102864866,NA
"Q0140",0,NA,NA,NA,NA,NA
"Q0142",0,NA,NA,NA,NA,NA
"Q0143",0,NA,NA,NA,NA,NA
"Q0144",0,NA,NA,NA,NA,NA
"Q0160",0,NA,NA,NA,NA,NA
"Q0182",0,NA,NA,NA,NA,NA
"Q0250",0.113731848723058,0.151878586829519,4.0804728567969,0.0372208300752529,0.970308930120424,NA
"Q0255",0,NA,NA,NA,NA,NA
"Q0275",0.113731848723058,0.151878586829519,4.0804728567969,0.0372208300752529,0.970308930120424,NA
"Q0297",0,NA,NA,NA,NA,NA
"YAL001C",72.4316100040474,-0.282759400093138,0.237921277540798,-1.1884578084642,0.23465309284653,0.452222234607874
"YAL002W",64.09941799606,-0.170336140907585,0.230776591491142,-0.738099734496352,0.460453845095899,0.673461264242672
"YAL003W",1067.91325802694,0.973831394764096,0.0566689065747131,17.1845806391232,3.46443074398383e-66,2.39845205352727e-64
"YAL004W",0,NA,NA,NA,NA,NA
"YAL005C",1817.18538997603,1.41747494739415,0.0451540240593053,31.3919961049859,2.60208709376415e-216,7.45143122305189e-214
"YAL007C",133.124859853518,-0.100057988724151,0.1613632196087,-0.620079278083243,0.535205594073845,0.732560377869749
"YAL008W",62.3945597636433,-0.197324661479098,0.235858208043245,-0.8366241018965,0.402803893527665,0.621091191755856
"YAL009W",44.8524913948423,-0.532611431526767,0.302213532926564,-1.7623679071188,0.0780071572870112,0.208063120621579
"YAL010C",45.3675953547497,-0.236793348361718,0.273746140728855,-0.865010727571356,0.387032900832206,0.606997081215558
"YAL011W",52.284764940946,-0.661414334941878,0.257264377640811,-2.57095187840322,0.0101419418375493,0.043288776135881
"YAL012W",810.648745123082,0.244706716895478,0.0667008918501506,3.66871731558302,0.000243770435051601,0.00177955242274054
